nohup: ignoring input
[0] bbox_docvqa_id=1 resume_skip=True
[1] bbox_docvqa_id=2 resume_skip=True
[2] bbox_docvqa_id=3 resume_skip=True
[3] bbox_docvqa_id=4 resume_skip=True
[4] bbox_docvqa_id=5 resume_skip=True
[5] bbox_docvqa_id=6 resume_skip=True
[6] bbox_docvqa_id=7 resume_skip=True
[7] bbox_docvqa_id=8 resume_skip=True
[8] bbox_docvqa_id=9 resume_skip=True
[1055] bbox_docvqa_id=1056 images=2/2 error=False
[1056] bbox_docvqa_id=1057 images=2/2 error=False
[1057] bbox_docvqa_id=1058 images=2/2 error=False
[1058] bbox_docvqa_id=1059 images=2/2 error=False
[1059] bbox_docvqa_id=1060 images=2/2 error=False
[1060] bbox_docvqa_id=1061 images=2/2 error=False
[1061] bbox_docvqa_id=1062 images=2/2 error=False
[1062] bbox_docvqa_id=1063 images=2/2 error=False
[1063] bbox_docvqa_id=1064 images=2/2 error=False
[1064] bbox_docvqa_id=1065 images=2/2 error=False
[1065] bbox_docvqa_id=1066 images=2/2 error=False
[1066] bbox_docvqa_id=1067 images=2/2 error=False
[1067] bbox_docvqa_id=1068 images=2/2 error=False
[1068] bbox_docvqa_id=1069 images=2/2 error=False
[1069] bbox_docvqa_id=1070 images=2/2 error=False
[1070] bbox_docvqa_id=1071 images=2/2 error=False
[1071] bbox_docvqa_id=1072 images=2/2 error=False
[1072] bbox_docvqa_id=1073 images=2/2 error=False
[1073] bbox_docvqa_id=1074 images=2/2 error=False
[1074] bbox_docvqa_id=1075 images=2/2 error=False
[1075] bbox_docvqa_id=1076 images=2/2 error=False
[1076] bbox_docvqa_id=1077 images=2/2 error=False
[1077] bbox_docvqa_id=1078 images=2/2 error=False
[1078] bbox_docvqa_id=1079 images=2/2 error=False
[1079] bbox_docvqa_id=1080 images=2/2 error=False
[1080] bbox_docvqa_id=1081 images=2/2 error=False
[1081] bbox_docvqa_id=1082 images=2/2 error=False
[1082] bbox_docvqa_id=1083 images=2/2 error=False
[1083] bbox_docvqa_id=1084 images=2/2 error=False
[1084] bbox_docvqa_id=1085 images=2/2 error=False
[1085] bbox_docvqa_id=1086 images=2/2 error=False
[1086] bbox_docvqa_id=1087 images=2/2 error=False
[1087] bbox_docvqa_id=1088 images=2/2 error=False
[1088] bbox_docvqa_id=1089 images=2/2 error=False
[1089] bbox_docvqa_id=1090 images=2/2 error=False
[1090] bbox_docvqa_id=1091 images=2/2 error=False
[1091] bbox_docvqa_id=1092 images=2/2 error=False
[1092] bbox_docvqa_id=1093 images=2/2 error=False
[1093] bbox_docvqa_id=1094 images=2/2 error=False
[1094] bbox_docvqa_id=1095 images=2/2 error=False
[1095] bbox_docvqa_id=1096 images=2/2 error=False
[1096] bbox_docvqa_id=1097 images=2/2 error=False
[1097] bbox_docvqa_id=1098 images=2/2 error=False
[1098] bbox_docvqa_id=1099 images=2/2 error=False
[1099] bbox_docvqa_id=1100 images=2/2 error=False
[1100] bbox_docvqa_id=1101 images=2/2 error=False
[1101] bbox_docvqa_id=1102 images=2/2 error=False
[1102] bbox_docvqa_id=1103 images=2/2 error=False
[1103] bbox_docvqa_id=1104 images=2/2 error=False
[1104] bbox_docvqa_id=1105 images=2/2 error=False
[1105] bbox_docvqa_id=1106 images=2/2 error=False
[1106] bbox_docvqa_id=1107 images=2/2 error=False
[1107] bbox_docvqa_id=1108 images=2/2 error=False
[1108] bbox_docvqa_id=1109 images=2/2 error=False
[1109] bbox_docvqa_id=1110 images=2/2 error=False
[1110] bbox_docvqa_id=1111 images=2/2 error=False
[1111] bbox_docvqa_id=1112 images=2/2 error=False
[1112] bbox_docvqa_id=1113 images=2/2 error=False
[1113] bbox_docvqa_id=1114 images=2/2 error=False
[1114] bbox_docvqa_id=1115 images=2/2 error=False
[1115] bbox_docvqa_id=1116 images=2/2 error=False
[1116] bbox_docvqa_id=1117 images=2/2 error=False
[1117] bbox_docvqa_id=1118 images=2/2 error=False
[1118] bbox_docvqa_id=1119 images=2/2 error=False
[1119] bbox_docvqa_id=1120 images=2/2 error=False
[1120] bbox_docvqa_id=1121 images=2/2 error=False
[1121] bbox_docvqa_id=1122 images=2/2 error=False
[1122] bbox_docvqa_id=1123 images=2/2 error=False
[1123] bbox_docvqa_id=1124 images=2/2 error=False
[1124] bbox_docvqa_id=1125 images=2/2 error=False
[1125] bbox_docvqa_id=1126 images=2/2 error=False
[1126] bbox_docvqa_id=1127 images=2/2 error=False
[1127] bbox_docvqa_id=1128 images=2/2 error=False
[1128] bbox_docvqa_id=1129 images=2/2 error=False
[1129] bbox_docvqa_id=1130 images=2/2 error=False
[1130] bbox_docvqa_id=1131 images=2/2 error=False
[1131] bbox_docvqa_id=1132 images=2/2 error=False
[1132] bbox_docvqa_id=1133 images=2/2 error=False
[1133] bbox_docvqa_id=1134 images=2/2 error=False
[1134] bbox_docvqa_id=1135 images=2/2 error=False
[1135] bbox_docvqa_id=1136 images=2/2 error=False
[1136] bbox_docvqa_id=1137 images=2/2 error=False
[1137] bbox_docvqa_id=1138 images=2/2 error=False
[1138] bbox_docvqa_id=1139 images=2/2 error=False
[1139] bbox_docvqa_id=1140 images=2/2 error=False
[1140] bbox_docvqa_id=1141 images=2/2 error=False
[1141] bbox_docvqa_id=1142 images=2/2 error=False
[1142] bbox_docvqa_id=1143 images=2/2 error=False
[1143] bbox_docvqa_id=1144 images=2/2 error=False
[1144] bbox_docvqa_id=1145 images=2/2 error=False
[1145] bbox_docvqa_id=1146 images=2/2 error=False
[1146] bbox_docvqa_id=1147 images=2/2 error=False
[1147] bbox_docvqa_id=1148 images=2/2 error=False
[1148] bbox_docvqa_id=1149 images=2/2 error=False
[1149] bbox_docvqa_id=1150 images=2/2 error=False
[1150] bbox_docvqa_id=1151 images=2/2 error=False
[1151] bbox_docvqa_id=1152 images=2/2 error=False
[1152] bbox_docvqa_id=1153 images=2/2 error=False
[1153] bbox_docvqa_id=1154 images=2/2 error=False
[1154] bbox_docvqa_id=1155 images=2/2 error=False
[1155] bbox_docvqa_id=1156 images=2/2 error=False
[1156] bbox_docvqa_id=1157 images=2/2 error=False
[1157] bbox_docvqa_id=1158 images=2/2 error=False
[1158] bbox_docvqa_id=1159 images=2/2 error=False
[1159] bbox_docvqa_id=1160 images=2/2 error=False
[1160] bbox_docvqa_id=1161 images=2/2 error=False
[1161] bbox_docvqa_id=1162 images=2/2 error=False
[1162] bbox_docvqa_id=1163 images=2/2 error=False
[1163] bbox_docvqa_id=1164 images=2/2 error=False
[1164] bbox_docvqa_id=1165 images=2/2 error=False
[1165] bbox_docvqa_id=1166 images=2/2 error=False
[1166] bbox_docvqa_id=1167 images=2/2 error=False
[1167] bbox_docvqa_id=1168 images=2/2 error=False
[1168] bbox_docvqa_id=1169 images=2/2 error=False
[1169] bbox_docvqa_id=1170 images=2/2 error=False
[1170] bbox_docvqa_id=1171 images=2/2 error=False
[1171] bbox_docvqa_id=1172 images=2/2 error=False
[1172] bbox_docvqa_id=1173 images=2/2 error=False
[1173] bbox_docvqa_id=1174 images=2/2 error=False
[1174] bbox_docvqa_id=1175 images=2/2 error=False
[1175] bbox_docvqa_id=1176 images=2/2 error=False
[1176] bbox_docvqa_id=1177 images=2/2 error=False
[1177] bbox_docvqa_id=1178 images=2/2 error=False
[1178] bbox_docvqa_id=1179 images=2/2 error=False
[1179] bbox_docvqa_id=1180 images=2/2 error=False
[1180] bbox_docvqa_id=1181 images=2/2 error=False
[1181] bbox_docvqa_id=1182 images=2/2 error=False
[1182] bbox_docvqa_id=1183 images=2/2 error=False
[1183] bbox_docvqa_id=1184 images=2/2 error=False
[1184] bbox_docvqa_id=1185 images=2/2 error=False
[1185] bbox_docvqa_id=1186 images=2/2 error=False
[1186] bbox_docvqa_id=1187 images=2/2 error=False
[1187] bbox_docvqa_id=1188 images=2/2 error=False
[1188] bbox_docvqa_id=1189 images=2/2 error=False
[1189] bbox_docvqa_id=1190 images=2/2 error=False
[1190] bbox_docvqa_id=1191 images=2/2 error=False
[1191] bbox_docvqa_id=1192 images=2/2 error=False
[1192] bbox_docvqa_id=1193 images=2/2 error=False
[1193] bbox_docvqa_id=1194 images=2/2 error=False
[1194] bbox_docvqa_id=1195 images=2/2 error=False
[1195] bbox_docvqa_id=1196 images=2/2 error=False
[1196] bbox_docvqa_id=1197 images=2/2 error=False
[1197] bbox_docvqa_id=1198 images=2/2 error=False
[1198] bbox_docvqa_id=1199 images=2/2 error=False
[1199] bbox_docvqa_id=1200 images=2/2 error=False
[1200] bbox_docvqa_id=1201 images=2/2 error=False
[1201] bbox_docvqa_id=1202 images=2/2 error=False
[1202] bbox_docvqa_id=1203 images=2/2 error=False
[1203] bbox_docvqa_id=1204 images=2/2 error=False
[1204] bbox_docvqa_id=1205 images=2/2 error=False
[1205] bbox_docvqa_id=1206 images=2/2 error=False
[1206] bbox_docvqa_id=1207 images=2/2 error=False
[1207] bbox_docvqa_id=1208 images=2/2 error=False
[1208] bbox_docvqa_id=1209 images=2/2 error=False
[1209] bbox_docvqa_id=1210 images=2/2 error=False
[1210] bbox_docvqa_id=1211 images=2/2 error=False
[1211] bbox_docvqa_id=1212 images=2/2 error=False
[1212] bbox_docvqa_id=1213 images=2/2 error=False
[1213] bbox_docvqa_id=1214 images=2/2 error=False
[1214] bbox_docvqa_id=1215 images=2/2 error=False
[1215] bbox_docvqa_id=1216 images=2/2 error=False
[1216] bbox_docvqa_id=1217 images=2/2 error=False
[1217] bbox_docvqa_id=1218 images=2/2 error=False
[1218] bbox_docvqa_id=1219 images=2/2 error=False
[1219] bbox_docvqa_id=1220 images=2/2 error=False
[1220] bbox_docvqa_id=1221 images=2/2 error=False
[1221] bbox_docvqa_id=1222 images=2/2 error=False
[1222] bbox_docvqa_id=1223 images=2/2 error=False
[1223] bbox_docvqa_id=1224 images=2/2 error=False
[1224] bbox_docvqa_id=1225 images=2/2 error=False
[1225] bbox_docvqa_id=1226 images=2/2 error=False
[1226] bbox_docvqa_id=1227 images=2/2 error=False
[1227] bbox_docvqa_id=1228 images=2/2 error=False
[1228] bbox_docvqa_id=1229 images=2/2 error=False
[1229] bbox_docvqa_id=1230 images=2/2 error=False
[1230] bbox_docvqa_id=1231 images=2/2 error=False
[1231] bbox_docvqa_id=1232 images=2/2 error=False
[1232] bbox_docvqa_id=1233 images=2/2 error=False
[1233] bbox_docvqa_id=1234 images=2/2 error=False
[1234] bbox_docvqa_id=1235 images=2/2 error=False
[1235] bbox_docvqa_id=1236 images=2/2 error=False
[1236] bbox_docvqa_id=1237 images=2/2 error=False
[1237] bbox_docvqa_id=1238 images=2/2 error=False
[1238] bbox_docvqa_id=1239 images=2/2 error=False
[1239] bbox_docvqa_id=1240 images=2/2 error=False
[1240] bbox_docvqa_id=1241 images=2/2 error=False
[1241] bbox_docvqa_id=1242 images=2/2 error=False
[1242] bbox_docvqa_id=1243 images=2/2 error=False
[1243] bbox_docvqa_id=1244 images=2/2 error=False
[1244] bbox_docvqa_id=1245 images=2/2 error=False
[1245] bbox_docvqa_id=1246 images=2/2 error=False
[1246] bbox_docvqa_id=1247 images=2/2 error=False
[1247] bbox_docvqa_id=1248 images=2/2 error=False
[1248] bbox_docvqa_id=1249 images=2/2 error=False
[1249] bbox_docvqa_id=1250 images=2/2 error=False
[1250] bbox_docvqa_id=1251 images=2/2 error=False
[1251] bbox_docvqa_id=1252 images=2/2 error=False
[1252] bbox_docvqa_id=1253 images=2/2 error=False
[1253] bbox_docvqa_id=1254 images=2/2 error=False
[1254] bbox_docvqa_id=1255 images=2/2 error=False
[1255] bbox_docvqa_id=1256 images=2/2 error=False
[1256] bbox_docvqa_id=1257 images=2/2 error=False
[1257] bbox_docvqa_id=1258 images=2/2 error=False
[1258] bbox_docvqa_id=1259 images=2/2 error=False
[1259] bbox_docvqa_id=1260 images=2/2 error=False
[1260] bbox_docvqa_id=1261 images=2/2 error=False
[1261] bbox_docvqa_id=1262 images=2/2 error=False
[1262] bbox_docvqa_id=1263 images=2/2 error=False
[1263] bbox_docvqa_id=1264 images=2/2 error=False
[1264] bbox_docvqa_id=1265 images=2/2 error=False
[1265] bbox_docvqa_id=1266 images=2/2 error=False
[1266] bbox_docvqa_id=1267 images=2/2 error=False
[1267] bbox_docvqa_id=1268 images=2/2 error=False
[1268] bbox_docvqa_id=1269 images=2/2 error=False
[1269] bbox_docvqa_id=1270 images=2/2 error=False
[1270] bbox_docvqa_id=1271 images=2/2 error=False
[1271] bbox_docvqa_id=1272 images=2/2 error=False
[1272] bbox_docvqa_id=1273 images=2/2 error=False
[1273] bbox_docvqa_id=1274 images=2/2 error=False
[1274] bbox_docvqa_id=1275 images=2/2 error=False
[1275] bbox_docvqa_id=1276 images=2/2 error=False
[1276] bbox_docvqa_id=1277 images=2/2 error=False
[1277] bbox_docvqa_id=1278 images=2/2 error=False
[1278] bbox_docvqa_id=1279 images=2/2 error=False
[1279] bbox_docvqa_id=1280 images=2/2 error=False
[1280] bbox_docvqa_id=1281 images=2/2 error=False
[1281] bbox_docvqa_id=1282 images=2/2 error=False
[1282] bbox_docvqa_id=1283 images=2/2 error=False
[1283] bbox_docvqa_id=1284 images=2/2 error=False
[1284] bbox_docvqa_id=1285 images=2/2 error=False
[1285] bbox_docvqa_id=1286 images=2/2 error=False
[1286] bbox_docvqa_id=1287 images=2/2 error=False
[1287] bbox_docvqa_id=1288 images=2/2 error=False
[1288] bbox_docvqa_id=1289 images=2/2 error=False
[1289] bbox_docvqa_id=1290 images=2/2 error=False
[1290] bbox_docvqa_id=1291 images=2/2 error=False
[1291] bbox_docvqa_id=1292 images=2/2 error=False
[1292] bbox_docvqa_id=1293 images=2/2 error=False
[1293] bbox_docvqa_id=1294 images=2/2 error=False
[1294] bbox_docvqa_id=1295 images=2/2 error=False
[1295] bbox_docvqa_id=1296 images=2/2 error=False
[1296] bbox_docvqa_id=1297 images=2/2 error=False
[1297] bbox_docvqa_id=1298 images=2/2 error=False
[1298] bbox_docvqa_id=1299 images=2/2 error=False
[1299] bbox_docvqa_id=1300 images=2/2 error=False
[1300] bbox_docvqa_id=1301 images=2/2 error=False
[1301] bbox_docvqa_id=1302 images=2/2 error=False
[1302] bbox_docvqa_id=1303 images=2/2 error=False
[1303] bbox_docvqa_id=1304 images=2/2 error=False
[1304] bbox_docvqa_id=1305 images=2/2 error=False
[1305] bbox_docvqa_id=1306 images=2/2 error=False
[1306] bbox_docvqa_id=1307 images=2/2 error=False
[1307] bbox_docvqa_id=1308 images=2/2 error=False
[1308] bbox_docvqa_id=1309 images=2/2 error=False
[1309] bbox_docvqa_id=1310 images=2/2 error=False
[1310] bbox_docvqa_id=1311 images=2/2 error=False
[1311] bbox_docvqa_id=1312 images=2/2 error=False
[1312] bbox_docvqa_id=1313 images=2/2 error=False
[1313] bbox_docvqa_id=1314 images=2/2 error=False
[1314] bbox_docvqa_id=1315 images=2/2 error=False
[1315] bbox_docvqa_id=1316 images=2/2 error=False
[1316] bbox_docvqa_id=1317 images=2/2 error=False
[1317] bbox_docvqa_id=1318 images=2/2 error=False
[1318] bbox_docvqa_id=1319 images=2/2 error=False
[1319] bbox_docvqa_id=1320 images=2/2 error=False
[1320] bbox_docvqa_id=1321 images=2/2 error=False
[1321] bbox_docvqa_id=1322 images=2/2 error=False
[1322] bbox_docvqa_id=1323 images=2/2 error=False
[1323] bbox_docvqa_id=1324 images=2/2 error=False
[1324] bbox_docvqa_id=1325 images=2/2 error=False
[1325] bbox_docvqa_id=1326 images=2/2 error=False
[1326] bbox_docvqa_id=1327 images=2/2 error=False
[1327] bbox_docvqa_id=1328 images=2/2 error=False
[1328] bbox_docvqa_id=1329 images=2/2 error=False
[1329] bbox_docvqa_id=1330 images=2/2 error=False
[1330] bbox_docvqa_id=1331 images=2/2 error=False
[1331] bbox_docvqa_id=1332 images=2/2 error=False
[1332] bbox_docvqa_id=1333 images=2/2 error=False
[1333] bbox_docvqa_id=1334 images=2/2 error=False
[1334] bbox_docvqa_id=1335 images=2/2 error=False
[1335] bbox_docvqa_id=1336 images=2/2 error=False
[1336] bbox_docvqa_id=1337 images=2/2 error=False
[1337] bbox_docvqa_id=1338 images=2/2 error=False
[1338] bbox_docvqa_id=1339 images=2/2 error=False
[1339] bbox_docvqa_id=1340 images=2/2 error=False
[1340] bbox_docvqa_id=1341 images=2/2 error=False
[1341] bbox_docvqa_id=1342 images=2/2 error=False
[1342] bbox_docvqa_id=1343 images=2/2 error=False
[1343] bbox_docvqa_id=1344 images=2/2 error=False
[1344] bbox_docvqa_id=1345 images=2/2 error=False
[1345] bbox_docvqa_id=1346 images=2/2 error=False
[1346] bbox_docvqa_id=1347 images=2/2 error=False
[1347] bbox_docvqa_id=1348 images=2/2 error=False
[1348] bbox_docvqa_id=1349 images=2/2 error=False
[1349] bbox_docvqa_id=1350 images=2/2 error=False
[1350] bbox_docvqa_id=1351 images=2/2 error=False
[1351] bbox_docvqa_id=1352 images=2/2 error=False
[1352] bbox_docvqa_id=1353 images=2/2 error=False
[1353] bbox_docvqa_id=1354 images=2/2 error=False
[1354] bbox_docvqa_id=1355 images=2/2 error=False
[1355] bbox_docvqa_id=1356 images=2/2 error=False
[1356] bbox_docvqa_id=1357 images=2/2 error=False
[1357] bbox_docvqa_id=1358 images=2/2 error=False
[1358] bbox_docvqa_id=1359 images=2/2 error=False
[1359] bbox_docvqa_id=1360 images=2/2 error=False
[1360] bbox_docvqa_id=1361 images=2/2 error=False
[1361] bbox_docvqa_id=1362 images=2/2 error=False
[1362] bbox_docvqa_id=1363 images=2/2 error=False
[1363] bbox_docvqa_id=1364 images=2/2 error=False
[1364] bbox_docvqa_id=1365 images=2/2 error=False
[1365] bbox_docvqa_id=1366 images=2/2 error=False
[1366] bbox_docvqa_id=1367 images=2/2 error=False
[1367] bbox_docvqa_id=1368 images=2/2 error=False
[1368] bbox_docvqa_id=1369 images=2/2 error=False
[1369] bbox_docvqa_id=1370 images=2/2 error=False
[1370] bbox_docvqa_id=1371 images=2/2 error=False
[1371] bbox_docvqa_id=1372 images=2/2 error=False
[1372] bbox_docvqa_id=1373 images=2/2 error=False
[1373] bbox_docvqa_id=1374 images=2/2 error=False
[1374] bbox_docvqa_id=1375 images=2/2 error=False
[1375] bbox_docvqa_id=1376 images=2/2 error=False
[1376] bbox_docvqa_id=1377 images=2/2 error=False
[1377] bbox_docvqa_id=1378 images=2/2 error=False
[1378] bbox_docvqa_id=1379 images=2/2 error=False
[1379] bbox_docvqa_id=1380 images=2/2 error=False
[1380] bbox_docvqa_id=1381 images=2/2 error=False
[1381] bbox_docvqa_id=1382 images=2/2 error=False
[1382] bbox_docvqa_id=1383 images=2/2 error=False
[1383] bbox_docvqa_id=1384 images=2/2 error=False
[1384] bbox_docvqa_id=1385 images=2/2 error=False
[1385] bbox_docvqa_id=1386 images=2/2 error=False
[1386] bbox_docvqa_id=1387 images=2/2 error=False
[1387] bbox_docvqa_id=1388 images=2/2 error=False
[1388] bbox_docvqa_id=1389 images=2/2 error=False
[1389] bbox_docvqa_id=1390 images=2/2 error=False
[1390] bbox_docvqa_id=1391 images=2/2 error=False
[1391] bbox_docvqa_id=1392 images=2/2 error=False
[1392] bbox_docvqa_id=1393 images=2/2 error=False
[1393] bbox_docvqa_id=1394 images=2/2 error=False
[1394] bbox_docvqa_id=1395 images=2/2 error=False
[1395] bbox_docvqa_id=1396 images=2/2 error=False
[1396] bbox_docvqa_id=1397 images=2/2 error=False
[1397] bbox_docvqa_id=1398 images=2/2 error=False
[1398] bbox_docvqa_id=1399 images=2/2 error=False
[1399] bbox_docvqa_id=1400 images=2/2 error=False
[1400] bbox_docvqa_id=1401 images=2/2 error=False
[1401] bbox_docvqa_id=1402 images=2/2 error=False
[1402] bbox_docvqa_id=1403 images=2/2 error=False
[1403] bbox_docvqa_id=1404 images=2/2 error=False
[1404] bbox_docvqa_id=1405 images=2/2 error=False
[1405] bbox_docvqa_id=1406 images=2/2 error=False
[1406] bbox_docvqa_id=1407 images=2/2 error=False
[1407] bbox_docvqa_id=1408 images=2/2 error=False
[1408] bbox_docvqa_id=1409 images=2/2 error=False
[1409] bbox_docvqa_id=1410 images=2/2 error=False
[1410] bbox_docvqa_id=1411 images=2/2 error=False
[1411] bbox_docvqa_id=1412 images=2/2 error=False
[1412] bbox_docvqa_id=1413 images=2/2 error=False
[1413] bbox_docvqa_id=1414 images=2/2 error=False
[1414] bbox_docvqa_id=1415 images=2/2 error=False
[1415] bbox_docvqa_id=1416 images=2/2 error=False
[1416] bbox_docvqa_id=1417 images=2/2 error=False
[1417] bbox_docvqa_id=1418 images=2/2 error=False
[1418] bbox_docvqa_id=1419 images=2/2 error=False
[1419] bbox_docvqa_id=1420 images=2/2 error=False
[1420] bbox_docvqa_id=1421 images=2/2 error=False
[1421] bbox_docvqa_id=1422 images=2/2 error=False
[1422] bbox_docvqa_id=1423 images=2/2 error=False
[1423] bbox_docvqa_id=1424 images=2/2 error=False
[1424] bbox_docvqa_id=1425 images=2/2 error=False
[1425] bbox_docvqa_id=1426 images=2/2 error=False
[1426] bbox_docvqa_id=1427 images=2/2 error=False
[1427] bbox_docvqa_id=1428 images=2/2 error=False
[1428] bbox_docvqa_id=1429 images=2/2 error=False
[1429] bbox_docvqa_id=1430 images=2/2 error=False
[1430] bbox_docvqa_id=1431 images=2/2 error=False
[1431] bbox_docvqa_id=1432 images=2/2 error=False
[1432] bbox_docvqa_id=1433 images=2/2 error=False
[1433] bbox_docvqa_id=1434 images=2/2 error=False
[1434] bbox_docvqa_id=1435 images=2/2 error=False
[1435] bbox_docvqa_id=1436 images=2/2 error=False
[1436] bbox_docvqa_id=1437 images=2/2 error=False
[1437] bbox_docvqa_id=1438 images=2/2 error=False
[1438] bbox_docvqa_id=1439 images=2/2 error=False
[1439] bbox_docvqa_id=1440 images=2/2 error=False
[1440] bbox_docvqa_id=1441 images=2/2 error=False
[1441] bbox_docvqa_id=1442 images=2/2 error=False
[1442] bbox_docvqa_id=1443 images=2/2 error=False
[1443] bbox_docvqa_id=1444 images=2/2 error=False
[1444] bbox_docvqa_id=1445 images=2/2 error=False
[1445] bbox_docvqa_id=1446 images=2/2 error=False
[1446] bbox_docvqa_id=1447 images=2/2 error=False
[1447] bbox_docvqa_id=1448 images=2/2 error=False
[1448] bbox_docvqa_id=1449 images=2/2 error=False
[1449] bbox_docvqa_id=1450 images=2/2 error=False
[1450] bbox_docvqa_id=1451 images=2/2 error=False
[1451] bbox_docvqa_id=1452 images=2/2 error=False
[1452] bbox_docvqa_id=1453 images=2/2 error=False
[1453] bbox_docvqa_id=1454 images=2/2 error=False
[1454] bbox_docvqa_id=1455 images=2/2 error=False
[1455] bbox_docvqa_id=1456 images=2/2 error=False
[1456] bbox_docvqa_id=1457 images=2/2 error=False
[1457] bbox_docvqa_id=1458 images=2/2 error=False
[1458] bbox_docvqa_id=1459 images=2/2 error=False
[1459] bbox_docvqa_id=1460 images=2/2 error=False
[1460] bbox_docvqa_id=1461 images=2/2 error=False
[1461] bbox_docvqa_id=1462 images=2/2 error=False
[1462] bbox_docvqa_id=1463 images=2/2 error=False
[1463] bbox_docvqa_id=1464 images=2/2 error=False
[1464] bbox_docvqa_id=1465 images=2/2 error=False
[1465] bbox_docvqa_id=1466 images=2/2 error=False
[1466] bbox_docvqa_id=1467 images=2/2 error=False
[1467] bbox_docvqa_id=1468 images=2/2 error=False
[1468] bbox_docvqa_id=1469 images=2/2 error=False
[1469] bbox_docvqa_id=1470 images=2/2 error=False
[1470] bbox_docvqa_id=1471 images=2/2 error=False
[1471] bbox_docvqa_id=1472 images=2/2 error=False
[1472] bbox_docvqa_id=1473 images=2/2 error=False
[1473] bbox_docvqa_id=1474 images=2/2 error=False
[1474] bbox_docvqa_id=1475 images=2/2 error=False
[1475] bbox_docvqa_id=1476 images=2/2 error=False
[1476] bbox_docvqa_id=1477 images=2/2 error=False
[1477] bbox_docvqa_id=1478 images=2/2 error=False
[1478] bbox_docvqa_id=1479 images=2/2 error=False
[1479] bbox_docvqa_id=1480 images=2/2 error=False
[1480] bbox_docvqa_id=1481 images=2/2 error=False
[1481] bbox_docvqa_id=1482 images=2/2 error=False
[1482] bbox_docvqa_id=1483 images=2/2 error=False
[1483] bbox_docvqa_id=1484 images=2/2 error=False
[1484] bbox_docvqa_id=1485 images=2/2 error=False
[1485] bbox_docvqa_id=1486 images=2/2 error=False
[1486] bbox_docvqa_id=1487 images=2/2 error=False
[1487] bbox_docvqa_id=1488 images=2/2 error=False
[1488] bbox_docvqa_id=1489 images=2/2 error=False
[1489] bbox_docvqa_id=1490 images=2/2 error=False
[1490] bbox_docvqa_id=1491 images=2/2 error=False
[1491] bbox_docvqa_id=1492 images=2/2 error=False
[1492] bbox_docvqa_id=1493 images=2/2 error=False
[1493] bbox_docvqa_id=1494 images=2/2 error=False
[1494] bbox_docvqa_id=1495 images=2/2 error=False
[1495] bbox_docvqa_id=1496 images=2/2 error=False
[1496] bbox_docvqa_id=1497 images=2/2 error=False
[1497] bbox_docvqa_id=1498 images=2/2 error=False
[1498] bbox_docvqa_id=1499 images=2/2 error=False
[1499] bbox_docvqa_id=1500 images=2/2 error=False
[1500] bbox_docvqa_id=1501 images=2/2 error=False
[1501] bbox_docvqa_id=1502 images=2/2 error=False
[1502] bbox_docvqa_id=1503 images=2/2 error=False
[1503] bbox_docvqa_id=1504 images=2/2 error=False
[1504] bbox_docvqa_id=1505 images=2/2 error=False
[1505] bbox_docvqa_id=1506 images=2/2 error=False
[1506] bbox_docvqa_id=1507 images=2/2 error=False
[1507] bbox_docvqa_id=1508 images=2/2 error=False
[1508] bbox_docvqa_id=1509 images=2/2 error=False
[1509] bbox_docvqa_id=1510 images=2/2 error=False
[1510] bbox_docvqa_id=1511 images=2/2 error=False
[1511] bbox_docvqa_id=1512 images=2/2 error=False
[1512] bbox_docvqa_id=1513 images=2/2 error=False
[1513] bbox_docvqa_id=1514 images=2/2 error=False
[1514] bbox_docvqa_id=1515 images=2/2 error=False
[1515] bbox_docvqa_id=1516 images=2/2 error=False
[1516] bbox_docvqa_id=1517 images=2/2 error=False
[1517] bbox_docvqa_id=1518 images=2/2 error=False
[1518] bbox_docvqa_id=1519 images=2/2 error=False
[1519] bbox_docvqa_id=1520 images=2/2 error=False
[1520] bbox_docvqa_id=1521 images=2/2 error=False
[1521] bbox_docvqa_id=1522 images=2/2 error=False
[1522] bbox_docvqa_id=1523 images=2/2 error=False
[1523] bbox_docvqa_id=1524 images=2/2 error=False
[1524] bbox_docvqa_id=1525 images=2/2 error=False
[1525] bbox_docvqa_id=1526 images=2/2 error=False
[1526] bbox_docvqa_id=1527 images=2/2 error=False
[1527] bbox_docvqa_id=1528 images=2/2 error=False
[1528] bbox_docvqa_id=1529 images=2/2 error=False
[1529] bbox_docvqa_id=1530 images=2/2 error=False
[1530] bbox_docvqa_id=1531 images=2/2 error=False
[1531] bbox_docvqa_id=1532 images=2/2 error=False
[1532] bbox_docvqa_id=1533 images=2/2 error=False
[1533] bbox_docvqa_id=1534 images=2/2 error=False
[1534] bbox_docvqa_id=1535 images=2/2 error=False
[1535] bbox_docvqa_id=1536 images=2/2 error=False
[1536] bbox_docvqa_id=1537 images=2/2 error=False
[1537] bbox_docvqa_id=1538 images=2/2 error=False
[1538] bbox_docvqa_id=1539 images=2/2 error=False
[1539] bbox_docvqa_id=1540 images=2/2 error=False
[1540] bbox_docvqa_id=1541 images=2/2 error=False
[1541] bbox_docvqa_id=1542 images=2/2 error=False
[1542] bbox_docvqa_id=1543 images=2/2 error=False
[1543] bbox_docvqa_id=1544 images=2/2 error=False
[1544] bbox_docvqa_id=1545 images=2/2 error=False
[1545] bbox_docvqa_id=1546 images=2/2 error=False
