nohup: ignoring input
[706] bbox_docvqa_id=707 images=48/48 error=True
[939] bbox_docvqa_id=940 images=5/5 error=False
[1162] bbox_docvqa_id=1163 images=35/35 error=True
[707] bbox_docvqa_id=708 images=48/48 error=True
[922] bbox_docvqa_id=923 images=6/6 error=False
[1163] bbox_docvqa_id=1164 images=35/35 error=True
[940] bbox_docvqa_id=941 images=5/5 error=False
[708] bbox_docvqa_id=709 images=48/48 error=True
[923] bbox_docvqa_id=924 images=11/11 error=True
[941] bbox_docvqa_id=942 images=5/5 error=False
[1164] bbox_docvqa_id=1165 images=35/35 error=True
[739] bbox_docvqa_id=740 images=73/73 error=False
[924] bbox_docvqa_id=925 images=11/11 error=True
[925] bbox_docvqa_id=926 images=11/11 error=True
[942] bbox_docvqa_id=943 images=5/5 error=False
[1165] bbox_docvqa_id=1166 images=35/35 error=True
[1166] bbox_docvqa_id=1167 resume_skip=True
[1167] bbox_docvqa_id=1168 resume_skip=True
[1168] bbox_docvqa_id=1169 resume_skip=True
[1169] bbox_docvqa_id=1170 resume_skip=True
[1170] bbox_docvqa_id=1171 resume_skip=True
[1171] bbox_docvqa_id=1172 resume_skip=True
[709] bbox_docvqa_id=710 images=43/43 error=True
[926] bbox_docvqa_id=927 images=11/11 error=True
[416] bbox_docvqa_id=417 images=30/30 error=False
[927] bbox_docvqa_id=928 images=11/11 error=True
[943] bbox_docvqa_id=944 images=5/5 error=False
[1172] bbox_docvqa_id=1173 images=30/30 error=True
[928] bbox_docvqa_id=929 images=11/11 error=True
[710] bbox_docvqa_id=711 images=43/43 error=True
[929] bbox_docvqa_id=930 images=11/11 error=True
[1173] bbox_docvqa_id=1174 images=30/30 error=True
[944] bbox_docvqa_id=945 images=5/5 error=False
[930] bbox_docvqa_id=931 images=11/11 error=True
[403] bbox_docvqa_id=404 images=14/14 error=False
[711] bbox_docvqa_id=712 images=43/43 error=True
[1174] bbox_docvqa_id=1175 images=30/30 error=True
[945] bbox_docvqa_id=946 images=5/5 error=False
[931] bbox_docvqa_id=932 images=17/17 error=True
[740] bbox_docvqa_id=741 images=73/73 error=False
[1175] bbox_docvqa_id=1176 images=30/30 error=True
[712] bbox_docvqa_id=713 images=43/43 error=True
[932] bbox_docvqa_id=933 images=17/17 error=True
[1176] bbox_docvqa_id=1177 images=30/30 error=True
[933] bbox_docvqa_id=934 images=17/17 error=True
[713] bbox_docvqa_id=714 images=43/43 error=True
[1177] bbox_docvqa_id=1178 images=30/30 error=True
[934] bbox_docvqa_id=935 images=17/17 error=True
[1178] bbox_docvqa_id=1179 images=30/30 error=True
[714] bbox_docvqa_id=715 images=43/43 error=True
[1179] bbox_docvqa_id=1180 images=30/30 error=True
[935] bbox_docvqa_id=936 images=17/17 error=True
[1180] bbox_docvqa_id=1181 images=17/17 error=True
[715] bbox_docvqa_id=716 images=43/43 error=True
[741] bbox_docvqa_id=742 images=73/73 error=False
[417] bbox_docvqa_id=418 images=30/30 error=False
[936] bbox_docvqa_id=937 images=17/17 error=True
[1181] bbox_docvqa_id=1182 images=17/17 error=True
[946] bbox_docvqa_id=947 images=34/34 error=False
[1182] bbox_docvqa_id=1183 images=17/17 error=True
[937] bbox_docvqa_id=938 images=17/17 error=True
[1183] bbox_docvqa_id=1184 images=17/17 error=True
[938] bbox_docvqa_id=939 images=17/17 error=True
[716] bbox_docvqa_id=717 images=43/43 error=True
[1184] bbox_docvqa_id=1185 images=17/17 error=True
[1185] bbox_docvqa_id=1186 images=17/17 error=True
[717] bbox_docvqa_id=718 images=43/43 error=True
[947] bbox_docvqa_id=948 images=34/34 error=False
[1186] bbox_docvqa_id=1187 images=17/17 error=True
[742] bbox_docvqa_id=743 images=73/73 error=False
[718] bbox_docvqa_id=719 images=43/43 error=True
[1187] bbox_docvqa_id=1188 images=17/17 error=True
[1188] bbox_docvqa_id=1189 images=12/12 error=True
[1189] bbox_docvqa_id=1190 images=12/12 error=True
[939] bbox_docvqa_id=940 images=5/5 error=False
[1190] bbox_docvqa_id=1191 images=12/12 error=True
[948] bbox_docvqa_id=949 images=34/34 error=False
[1191] bbox_docvqa_id=1192 images=12/12 error=True
[418] bbox_docvqa_id=419 images=30/30 error=False
[1192] bbox_docvqa_id=1193 images=12/12 error=True
[1193] bbox_docvqa_id=1194 images=12/12 error=True
[743] bbox_docvqa_id=744 images=73/73 error=False
[1194] bbox_docvqa_id=1195 images=12/12 error=True
[404] bbox_docvqa_id=405 images=14/14 error=False
[1195] bbox_docvqa_id=1196 images=12/12 error=True
[1196] bbox_docvqa_id=1197 images=13/13 error=True
[949] bbox_docvqa_id=950 images=34/34 error=False
[1197] bbox_docvqa_id=1198 images=13/13 error=True
[1198] bbox_docvqa_id=1199 images=13/13 error=True
[1199] bbox_docvqa_id=1200 images=13/13 error=True
[940] bbox_docvqa_id=941 images=5/5 error=False
[1200] bbox_docvqa_id=1201 images=13/13 error=True
[1201] bbox_docvqa_id=1202 images=13/13 error=True
[941] bbox_docvqa_id=942 images=5/5 error=False
[1202] bbox_docvqa_id=1203 images=13/13 error=True
[1203] bbox_docvqa_id=1204 images=13/13 error=True
[744] bbox_docvqa_id=745 images=73/73 error=False
[950] bbox_docvqa_id=951 images=34/34 error=False
[719] bbox_docvqa_id=720 images=10/10 error=False
[1204] bbox_docvqa_id=1205 images=33/33 error=True
[1205] bbox_docvqa_id=1206 images=33/33 error=True
[1206] bbox_docvqa_id=1207 images=33/33 error=True
[419] bbox_docvqa_id=420 images=30/30 error=False
[951] bbox_docvqa_id=952 images=34/34 error=False
[1207] bbox_docvqa_id=1208 images=33/33 error=True
[942] bbox_docvqa_id=943 images=5/5 error=False
[745] bbox_docvqa_id=746 images=73/73 error=False
[1208] bbox_docvqa_id=1209 images=33/33 error=True
[1209] bbox_docvqa_id=1210 images=33/33 error=True
[1210] bbox_docvqa_id=1211 images=33/33 error=True
[952] bbox_docvqa_id=953 images=34/34 error=False
[1211] bbox_docvqa_id=1212 images=33/33 error=True
[1212] bbox_docvqa_id=1213 images=43/43 error=True
[746] bbox_docvqa_id=747 images=73/73 error=False
[1213] bbox_docvqa_id=1214 images=43/43 error=True
[953] bbox_docvqa_id=954 images=34/34 error=False
[1214] bbox_docvqa_id=1215 images=43/43 error=True
[943] bbox_docvqa_id=944 images=5/5 error=False
[1215] bbox_docvqa_id=1216 images=43/43 error=True
[420] bbox_docvqa_id=421 images=30/30 error=False
[1216] bbox_docvqa_id=1217 images=43/43 error=True
[1217] bbox_docvqa_id=1218 images=43/43 error=True
[720] bbox_docvqa_id=721 images=10/10 error=True
[747] bbox_docvqa_id=748 images=73/73 error=False
[1218] bbox_docvqa_id=1219 images=43/43 error=True
[1219] bbox_docvqa_id=1220 images=43/43 error=True
[954] bbox_docvqa_id=955 images=31/31 error=False
[421] bbox_docvqa_id=422 images=13/13 error=False
[405] bbox_docvqa_id=406 images=14/14 error=False
[1220] bbox_docvqa_id=1221 images=13/13 error=True
[944] bbox_docvqa_id=945 images=5/5 error=False
[1221] bbox_docvqa_id=1222 images=13/13 error=True
[1222] bbox_docvqa_id=1223 images=13/13 error=True
[1223] bbox_docvqa_id=1224 images=13/13 error=True
[422] bbox_docvqa_id=423 images=13/13 error=False
[955] bbox_docvqa_id=956 images=31/31 error=False
[1224] bbox_docvqa_id=1225 images=13/13 error=True
[748] bbox_docvqa_id=749 images=73/73 error=False
[1225] bbox_docvqa_id=1226 images=13/13 error=True
[1226] bbox_docvqa_id=1227 images=13/13 error=True
[1227] bbox_docvqa_id=1228 images=29/29 error=True
[945] bbox_docvqa_id=946 images=5/5 error=False
[1228] bbox_docvqa_id=1229 images=29/29 error=True
[423] bbox_docvqa_id=424 images=13/13 error=False
[1229] bbox_docvqa_id=1230 images=29/29 error=True
[946] bbox_docvqa_id=947 images=34/34 error=True
[956] bbox_docvqa_id=957 images=31/31 error=False
[1230] bbox_docvqa_id=1231 images=29/29 error=True
[947] bbox_docvqa_id=948 images=34/34 error=True
[1231] bbox_docvqa_id=1232 images=29/29 error=True
[424] bbox_docvqa_id=425 images=13/13 error=False
[1232] bbox_docvqa_id=1233 images=29/29 error=True
[1233] bbox_docvqa_id=1234 images=29/29 error=True
[957] bbox_docvqa_id=958 images=31/31 error=False
[948] bbox_docvqa_id=949 images=34/34 error=True
[1234] bbox_docvqa_id=1235 images=29/29 error=True
[1235] bbox_docvqa_id=1236 images=18/18 error=True
[425] bbox_docvqa_id=426 images=13/13 error=False
[1236] bbox_docvqa_id=1237 images=18/18 error=True
[1237] bbox_docvqa_id=1238 images=18/18 error=True
[949] bbox_docvqa_id=950 images=34/34 error=True
[721] bbox_docvqa_id=722 images=10/10 error=True
[1238] bbox_docvqa_id=1239 images=18/18 error=True
[1239] bbox_docvqa_id=1240 images=18/18 error=True
[958] bbox_docvqa_id=959 images=31/31 error=False
[1240] bbox_docvqa_id=1241 images=18/18 error=True
[950] bbox_docvqa_id=951 images=34/34 error=True
[749] bbox_docvqa_id=750 images=28/28 error=False
[1241] bbox_docvqa_id=1242 images=18/18 error=True
[1242] bbox_docvqa_id=1243 images=18/18 error=True
[1243] bbox_docvqa_id=1244 resume_skip=True
[1244] bbox_docvqa_id=1245 resume_skip=True
[1245] bbox_docvqa_id=1246 resume_skip=True
[1246] bbox_docvqa_id=1247 resume_skip=True
[1247] bbox_docvqa_id=1248 resume_skip=True
[1248] bbox_docvqa_id=1249 resume_skip=True
[951] bbox_docvqa_id=952 images=34/34 error=True
[1249] bbox_docvqa_id=1250 images=49/49 error=True
[750] bbox_docvqa_id=751 images=28/28 error=False
[959] bbox_docvqa_id=960 images=31/31 error=False
[952] bbox_docvqa_id=953 images=34/34 error=True
[1250] bbox_docvqa_id=1251 images=49/49 error=True
[426] bbox_docvqa_id=427 images=13/13 error=False
[1251] bbox_docvqa_id=1252 images=49/49 error=True
[953] bbox_docvqa_id=954 images=34/34 error=True
[751] bbox_docvqa_id=752 images=28/28 error=False
[954] bbox_docvqa_id=955 images=31/31 error=True
[1252] bbox_docvqa_id=1253 images=49/49 error=True
[960] bbox_docvqa_id=961 images=31/31 error=False
[427] bbox_docvqa_id=428 images=13/13 error=False
[1253] bbox_docvqa_id=1254 images=49/49 error=True
[955] bbox_docvqa_id=956 images=31/31 error=True
[752] bbox_docvqa_id=753 images=28/28 error=False
[1254] bbox_docvqa_id=1255 images=49/49 error=True
[956] bbox_docvqa_id=957 images=31/31 error=True
[961] bbox_docvqa_id=962 images=31/31 error=False
[1255] bbox_docvqa_id=1256 images=49/49 error=True
[753] bbox_docvqa_id=754 images=28/28 error=False
[962] bbox_docvqa_id=963 images=138/138 error=True
[957] bbox_docvqa_id=958 images=31/31 error=True
[963] bbox_docvqa_id=964 images=138/138 error=True
[428] bbox_docvqa_id=429 images=13/13 error=False
[964] bbox_docvqa_id=965 images=138/138 error=True
[1256] bbox_docvqa_id=1257 images=49/49 error=True
[1257] bbox_docvqa_id=1258 resume_skip=True
[1258] bbox_docvqa_id=1259 resume_skip=True
[1259] bbox_docvqa_id=1260 resume_skip=True
[1260] bbox_docvqa_id=1261 resume_skip=True
[1261] bbox_docvqa_id=1262 resume_skip=True
[1262] bbox_docvqa_id=1263 resume_skip=True
[1263] bbox_docvqa_id=1264 resume_skip=True
[1264] bbox_docvqa_id=1265 resume_skip=True
[958] bbox_docvqa_id=959 images=31/31 error=True
[965] bbox_docvqa_id=966 images=138/138 error=True
[966] bbox_docvqa_id=967 images=138/138 error=True
[1265] bbox_docvqa_id=1266 images=48/48 error=True
[967] bbox_docvqa_id=968 images=138/138 error=True
[754] bbox_docvqa_id=755 images=28/28 error=False
[959] bbox_docvqa_id=960 images=31/31 error=True
[968] bbox_docvqa_id=969 images=138/138 error=True
[1266] bbox_docvqa_id=1267 images=48/48 error=True
[969] bbox_docvqa_id=970 images=138/138 error=True
[429] bbox_docvqa_id=430 images=13/13 error=False
[960] bbox_docvqa_id=961 images=31/31 error=True
[722] bbox_docvqa_id=723 images=10/10 error=True
[1267] bbox_docvqa_id=1268 images=48/48 error=True
[755] bbox_docvqa_id=756 images=28/28 error=False
[970] bbox_docvqa_id=971 images=7/7 error=False
[961] bbox_docvqa_id=962 images=31/31 error=True
[962] bbox_docvqa_id=963 images=138/138 error=True
[1268] bbox_docvqa_id=1269 images=48/48 error=True
[963] bbox_docvqa_id=964 images=138/138 error=True
[971] bbox_docvqa_id=972 images=7/7 error=False
[964] bbox_docvqa_id=965 images=138/138 error=True
[965] bbox_docvqa_id=966 images=138/138 error=True
[1269] bbox_docvqa_id=1270 images=48/48 error=True
[972] bbox_docvqa_id=973 images=7/7 error=False
[756] bbox_docvqa_id=757 images=28/28 error=False
[966] bbox_docvqa_id=967 images=138/138 error=True
[430] bbox_docvqa_id=431 images=13/13 error=False
[967] bbox_docvqa_id=968 images=138/138 error=True
[973] bbox_docvqa_id=974 images=7/7 error=False
[1270] bbox_docvqa_id=1271 images=48/48 error=True
[968] bbox_docvqa_id=969 images=138/138 error=True
[969] bbox_docvqa_id=970 images=138/138 error=True
[406] bbox_docvqa_id=407 images=14/14 error=False
[1271] bbox_docvqa_id=1272 images=48/48 error=True
[1272] bbox_docvqa_id=1273 images=48/48 error=True
[1273] bbox_docvqa_id=1274 images=43/43 error=True
[974] bbox_docvqa_id=975 images=22/22 error=False
[757] bbox_docvqa_id=758 images=12/12 error=False
[1274] bbox_docvqa_id=1275 images=43/43 error=True
[975] bbox_docvqa_id=976 images=22/22 error=False
[431] bbox_docvqa_id=432 images=24/24 error=False
[758] bbox_docvqa_id=759 images=12/12 error=False
[1275] bbox_docvqa_id=1276 images=43/43 error=True
[1276] bbox_docvqa_id=1277 images=43/43 error=True
[759] bbox_docvqa_id=760 images=12/12 error=False
[976] bbox_docvqa_id=977 images=22/22 error=False
[970] bbox_docvqa_id=971 images=7/7 error=False
[1277] bbox_docvqa_id=1278 images=43/43 error=True
[760] bbox_docvqa_id=761 images=12/12 error=False
[977] bbox_docvqa_id=978 images=22/22 error=False
[723] bbox_docvqa_id=724 images=10/10 error=True
[1278] bbox_docvqa_id=1279 images=43/43 error=True
[1279] bbox_docvqa_id=1280 images=43/43 error=True
[761] bbox_docvqa_id=762 images=12/12 error=False
[1280] bbox_docvqa_id=1281 images=43/43 error=True
[1281] bbox_docvqa_id=1282 resume_skip=True
[1282] bbox_docvqa_id=1283 resume_skip=True
[1283] bbox_docvqa_id=1284 resume_skip=True
[1284] bbox_docvqa_id=1285 resume_skip=True
[1285] bbox_docvqa_id=1286 resume_skip=True
[1286] bbox_docvqa_id=1287 resume_skip=True
[1287] bbox_docvqa_id=1288 resume_skip=True
[1288] bbox_docvqa_id=1289 resume_skip=True
[432] bbox_docvqa_id=433 images=24/24 error=False
[762] bbox_docvqa_id=763 images=12/12 error=False
[978] bbox_docvqa_id=979 images=22/22 error=False
[1289] bbox_docvqa_id=1290 images=63/63 error=True
[979] bbox_docvqa_id=980 images=22/22 error=False
[971] bbox_docvqa_id=972 images=7/7 error=False
[1290] bbox_docvqa_id=1291 images=63/63 error=True
[980] bbox_docvqa_id=981 images=22/22 error=False
[972] bbox_docvqa_id=973 images=7/7 error=False
[1291] bbox_docvqa_id=1292 images=63/63 error=True
[763] bbox_docvqa_id=764 images=12/12 error=False
[981] bbox_docvqa_id=982 images=22/22 error=False
[433] bbox_docvqa_id=434 images=24/24 error=False
[407] bbox_docvqa_id=408 images=14/14 error=False
[764] bbox_docvqa_id=765 images=12/12 error=False
[1292] bbox_docvqa_id=1293 images=63/63 error=True
[1293] bbox_docvqa_id=1294 images=63/63 error=True
[724] bbox_docvqa_id=725 images=10/10 error=True
[1294] bbox_docvqa_id=1295 images=63/63 error=True
[973] bbox_docvqa_id=974 images=7/7 error=False
[1295] bbox_docvqa_id=1296 images=63/63 error=True
[982] bbox_docvqa_id=983 images=44/44 error=False
[974] bbox_docvqa_id=975 images=22/22 error=True
[434] bbox_docvqa_id=435 images=24/24 error=False
[975] bbox_docvqa_id=976 images=22/22 error=True
[765] bbox_docvqa_id=766 images=21/21 error=False
[976] bbox_docvqa_id=977 images=22/22 error=True
[1296] bbox_docvqa_id=1297 images=63/63 error=True
[977] bbox_docvqa_id=978 images=22/22 error=True
[766] bbox_docvqa_id=767 images=21/21 error=False
[978] bbox_docvqa_id=979 images=22/22 error=True
[1297] bbox_docvqa_id=1298 images=73/73 error=True
[983] bbox_docvqa_id=984 images=44/44 error=False
[767] bbox_docvqa_id=768 images=21/21 error=False
[979] bbox_docvqa_id=980 images=22/22 error=True
[1298] bbox_docvqa_id=1299 images=73/73 error=True
[980] bbox_docvqa_id=981 images=22/22 error=True
[768] bbox_docvqa_id=769 images=21/21 error=False
[981] bbox_docvqa_id=982 images=22/22 error=True
[1299] bbox_docvqa_id=1300 images=73/73 error=True
[982] bbox_docvqa_id=983 images=44/44 error=True
[984] bbox_docvqa_id=985 images=44/44 error=False
[769] bbox_docvqa_id=770 images=21/21 error=False
[1300] bbox_docvqa_id=1301 images=73/73 error=True
[435] bbox_docvqa_id=436 images=24/24 error=False
[983] bbox_docvqa_id=984 images=44/44 error=True
[408] bbox_docvqa_id=409 images=14/14 error=False
[1301] bbox_docvqa_id=1302 images=73/73 error=True
[984] bbox_docvqa_id=985 images=44/44 error=True
[770] bbox_docvqa_id=771 images=21/21 error=False
[725] bbox_docvqa_id=726 images=10/10 error=True
[1302] bbox_docvqa_id=1303 images=73/73 error=True
[985] bbox_docvqa_id=986 images=44/44 error=True
[771] bbox_docvqa_id=772 images=21/21 error=False
[985] bbox_docvqa_id=986 images=44/44 error=False
[1303] bbox_docvqa_id=1304 images=73/73 error=True
[986] bbox_docvqa_id=987 images=44/44 error=True
[772] bbox_docvqa_id=773 images=21/21 error=False
[987] bbox_docvqa_id=988 images=44/44 error=True
[1304] bbox_docvqa_id=1305 images=73/73 error=True
[1305] bbox_docvqa_id=1306 images=28/28 error=True
[988] bbox_docvqa_id=989 images=44/44 error=True
[986] bbox_docvqa_id=987 images=44/44 error=False
[1306] bbox_docvqa_id=1307 images=28/28 error=True
[989] bbox_docvqa_id=990 images=44/44 error=True
[1307] bbox_docvqa_id=1308 images=28/28 error=True
[990] bbox_docvqa_id=991 images=18/18 error=True
[436] bbox_docvqa_id=437 images=24/24 error=False
[1308] bbox_docvqa_id=1309 images=28/28 error=True
[991] bbox_docvqa_id=992 images=18/18 error=True
[1309] bbox_docvqa_id=1310 images=12/12 error=True
[992] bbox_docvqa_id=993 images=18/18 error=True
[1310] bbox_docvqa_id=1311 images=12/12 error=True
[993] bbox_docvqa_id=994 images=18/18 error=True
[1311] bbox_docvqa_id=1312 images=12/12 error=True
[987] bbox_docvqa_id=988 images=44/44 error=False
[994] bbox_docvqa_id=995 images=18/18 error=True
[1312] bbox_docvqa_id=1313 images=12/12 error=True
[995] bbox_docvqa_id=996 images=18/18 error=True
[773] bbox_docvqa_id=774 images=20/20 error=False
[1313] bbox_docvqa_id=1314 images=21/21 error=True
[996] bbox_docvqa_id=997 images=18/18 error=True
[1314] bbox_docvqa_id=1315 images=21/21 error=True
[997] bbox_docvqa_id=998 images=18/18 error=True
[1315] bbox_docvqa_id=1316 images=21/21 error=True
[998] bbox_docvqa_id=999 images=17/17 error=True
[774] bbox_docvqa_id=775 images=20/20 error=False
[1316] bbox_docvqa_id=1317 images=21/21 error=True
[999] bbox_docvqa_id=1000 images=17/17 error=True
[988] bbox_docvqa_id=989 images=44/44 error=False
[1317] bbox_docvqa_id=1318 images=20/20 error=True
[1000] bbox_docvqa_id=1001 images=17/17 error=True
[1318] bbox_docvqa_id=1319 images=20/20 error=True
[726] bbox_docvqa_id=727 images=10/10 error=False
[775] bbox_docvqa_id=776 images=20/20 error=False
[1001] bbox_docvqa_id=1002 images=17/17 error=True
[1319] bbox_docvqa_id=1320 images=20/20 error=True
[1002] bbox_docvqa_id=1003 images=17/17 error=True
[1320] bbox_docvqa_id=1321 images=20/20 error=True
[1321] bbox_docvqa_id=1322 images=11/11 error=True
[1003] bbox_docvqa_id=1004 images=17/17 error=True
[1322] bbox_docvqa_id=1323 images=11/11 error=True
[1323] bbox_docvqa_id=1324 images=11/11 error=True
[1004] bbox_docvqa_id=1005 images=17/17 error=True
[1324] bbox_docvqa_id=1325 images=11/11 error=True
[776] bbox_docvqa_id=777 images=20/20 error=False
[989] bbox_docvqa_id=990 images=44/44 error=False
[437] bbox_docvqa_id=438 images=24/24 error=False
[409] bbox_docvqa_id=410 images=14/14 error=False
[1005] bbox_docvqa_id=1006 images=17/17 error=True
[1325] bbox_docvqa_id=1326 images=19/19 error=True
[1326] bbox_docvqa_id=1327 images=19/19 error=True
[777] bbox_docvqa_id=778 images=20/20 error=False
[1327] bbox_docvqa_id=1328 images=19/19 error=True
[778] bbox_docvqa_id=779 images=20/20 error=False
[1328] bbox_docvqa_id=1329 images=19/19 error=True
[990] bbox_docvqa_id=991 images=18/18 error=False
[1329] bbox_docvqa_id=1330 images=52/52 error=True
[779] bbox_docvqa_id=780 images=20/20 error=False
[991] bbox_docvqa_id=992 images=18/18 error=False
[1330] bbox_docvqa_id=1331 images=52/52 error=True
[1331] bbox_docvqa_id=1332 images=52/52 error=True
[438] bbox_docvqa_id=439 images=24/24 error=False
[780] bbox_docvqa_id=781 images=20/20 error=False
[992] bbox_docvqa_id=993 images=18/18 error=False
[1006] bbox_docvqa_id=1007 images=7/7 error=False
[1332] bbox_docvqa_id=1333 images=52/52 error=True
[1333] bbox_docvqa_id=1334 images=45/45 error=True
[993] bbox_docvqa_id=994 images=18/18 error=False
[1007] bbox_docvqa_id=1008 images=7/7 error=False
[1334] bbox_docvqa_id=1335 images=45/45 error=True
[994] bbox_docvqa_id=995 images=18/18 error=False
[781] bbox_docvqa_id=782 images=11/11 error=False
[1335] bbox_docvqa_id=1336 images=45/45 error=True
[727] bbox_docvqa_id=728 images=10/10 error=True
[1336] bbox_docvqa_id=1337 images=45/45 error=True
[995] bbox_docvqa_id=996 images=18/18 error=False
[1337] bbox_docvqa_id=1338 images=18/18 error=True
[782] bbox_docvqa_id=783 images=11/11 error=False
[1338] bbox_docvqa_id=1339 images=18/18 error=True
[439] bbox_docvqa_id=440 images=24/24 error=False
[1339] bbox_docvqa_id=1340 images=18/18 error=True
[783] bbox_docvqa_id=784 images=11/11 error=False
[996] bbox_docvqa_id=997 images=18/18 error=False
[1340] bbox_docvqa_id=1341 images=18/18 error=True
[784] bbox_docvqa_id=785 images=11/11 error=False
[997] bbox_docvqa_id=998 images=18/18 error=False
[410] bbox_docvqa_id=411 images=14/14 error=False
[1341] bbox_docvqa_id=1342 images=24/24 error=True
[785] bbox_docvqa_id=786 images=11/11 error=False
[411] bbox_docvqa_id=412 images=30/30 error=True
[412] bbox_docvqa_id=413 images=30/30 error=True
[786] bbox_docvqa_id=787 images=11/11 error=False
[1342] bbox_docvqa_id=1343 images=24/24 error=True
[413] bbox_docvqa_id=414 images=30/30 error=True
[1008] bbox_docvqa_id=1009 images=7/7 error=False
[414] bbox_docvqa_id=415 images=30/30 error=True
[1343] bbox_docvqa_id=1344 images=24/24 error=True
[415] bbox_docvqa_id=416 images=30/30 error=True
[416] bbox_docvqa_id=417 images=30/30 error=True
[998] bbox_docvqa_id=999 images=17/17 error=False
[417] bbox_docvqa_id=418 images=30/30 error=True
[1344] bbox_docvqa_id=1345 images=24/24 error=True
[1345] bbox_docvqa_id=1346 resume_skip=True
[1346] bbox_docvqa_id=1347 resume_skip=True
[1347] bbox_docvqa_id=1348 resume_skip=True
[1348] bbox_docvqa_id=1349 resume_skip=True
[418] bbox_docvqa_id=419 images=30/30 error=True
[1349] bbox_docvqa_id=1350 images=18/18 error=True
[419] bbox_docvqa_id=420 images=30/30 error=True
[999] bbox_docvqa_id=1000 images=17/17 error=False
[440] bbox_docvqa_id=441 images=24/24 error=False
[420] bbox_docvqa_id=421 images=30/30 error=True
[1350] bbox_docvqa_id=1351 images=18/18 error=True
[1351] bbox_docvqa_id=1352 images=18/18 error=True
[441] bbox_docvqa_id=442 images=4/4 error=False
[1000] bbox_docvqa_id=1001 images=17/17 error=False
[1352] bbox_docvqa_id=1353 images=18/18 error=True
[442] bbox_docvqa_id=443 images=4/4 error=False
[787] bbox_docvqa_id=788 images=19/19 error=False
[1353] bbox_docvqa_id=1354 images=32/32 error=True
[1001] bbox_docvqa_id=1002 images=17/17 error=False
[1354] bbox_docvqa_id=1355 images=32/32 error=True
[788] bbox_docvqa_id=789 images=19/19 error=False
[443] bbox_docvqa_id=444 images=4/4 error=False
[728] bbox_docvqa_id=729 images=10/10 error=True
[1002] bbox_docvqa_id=1003 images=17/17 error=False
[1009] bbox_docvqa_id=1010 images=7/7 error=False
[1355] bbox_docvqa_id=1356 images=32/32 error=True
[444] bbox_docvqa_id=445 images=4/4 error=False
[789] bbox_docvqa_id=790 images=19/19 error=False
[1356] bbox_docvqa_id=1357 images=32/32 error=True
[1357] bbox_docvqa_id=1358 resume_skip=True
[1358] bbox_docvqa_id=1359 resume_skip=True
[1359] bbox_docvqa_id=1360 resume_skip=True
[1360] bbox_docvqa_id=1361 resume_skip=True
[445] bbox_docvqa_id=446 images=4/4 error=False
[729] bbox_docvqa_id=730 images=63/63 error=True
[1003] bbox_docvqa_id=1004 images=17/17 error=False
[1361] bbox_docvqa_id=1362 images=21/21 error=True
[1010] bbox_docvqa_id=1011 images=7/7 error=False
[446] bbox_docvqa_id=447 images=4/4 error=False
[1362] bbox_docvqa_id=1363 images=21/21 error=True
[790] bbox_docvqa_id=791 images=19/19 error=False
[1004] bbox_docvqa_id=1005 images=17/17 error=False
[730] bbox_docvqa_id=731 images=63/63 error=True
[1363] bbox_docvqa_id=1364 images=21/21 error=True
[447] bbox_docvqa_id=448 images=4/4 error=False
[1011] bbox_docvqa_id=1012 images=7/7 error=False
[1364] bbox_docvqa_id=1365 images=21/21 error=True
[1365] bbox_docvqa_id=1366 resume_skip=True
[1366] bbox_docvqa_id=1367 resume_skip=True
[1367] bbox_docvqa_id=1368 resume_skip=True
[1368] bbox_docvqa_id=1369 resume_skip=True
[448] bbox_docvqa_id=449 images=4/4 error=False
[1005] bbox_docvqa_id=1006 images=17/17 error=False
[791] bbox_docvqa_id=792 images=19/19 error=False
[731] bbox_docvqa_id=732 images=63/63 error=True
[449] bbox_docvqa_id=450 images=4/4 error=False
[450] bbox_docvqa_id=451 images=4/4 error=False
[1369] bbox_docvqa_id=1370 images=22/22 error=True
[1006] bbox_docvqa_id=1007 images=7/7 error=False
[792] bbox_docvqa_id=793 images=19/19 error=False
[732] bbox_docvqa_id=733 images=63/63 error=True
[1007] bbox_docvqa_id=1008 images=7/7 error=False
[1370] bbox_docvqa_id=1371 images=22/22 error=True
[793] bbox_docvqa_id=794 images=19/19 error=False
[1008] bbox_docvqa_id=1009 images=7/7 error=False
[733] bbox_docvqa_id=734 images=63/63 error=True
[1012] bbox_docvqa_id=1013 images=5/5 error=False
[1009] bbox_docvqa_id=1010 images=7/7 error=False
[794] bbox_docvqa_id=795 images=19/19 error=False
[1371] bbox_docvqa_id=1372 images=22/22 error=True
[451] bbox_docvqa_id=452 images=9/9 error=False
[1013] bbox_docvqa_id=1014 images=20/20 error=True
[734] bbox_docvqa_id=735 images=63/63 error=True
[1014] bbox_docvqa_id=1015 images=20/20 error=True
[1015] bbox_docvqa_id=1016 images=20/20 error=True
[1372] bbox_docvqa_id=1373 images=22/22 error=True
[1373] bbox_docvqa_id=1374 resume_skip=True
[1374] bbox_docvqa_id=1375 resume_skip=True
[1375] bbox_docvqa_id=1376 resume_skip=True
[1376] bbox_docvqa_id=1377 resume_skip=True
[1377] bbox_docvqa_id=1378 resume_skip=True
[1378] bbox_docvqa_id=1379 resume_skip=True
[1379] bbox_docvqa_id=1380 resume_skip=True
