nohup: ignoring input
[335] bbox_docvqa_id=336 images=18/18 error=False
[301] bbox_docvqa_id=302 images=138/138 error=True
[302] bbox_docvqa_id=303 images=138/138 error=True
[741] bbox_docvqa_id=742 images=73/73 error=True
[303] bbox_docvqa_id=304 images=138/138 error=True
[304] bbox_docvqa_id=305 images=138/138 error=True
[279] bbox_docvqa_id=280 images=34/34 error=False
[336] bbox_docvqa_id=337 images=18/18 error=False
[305] bbox_docvqa_id=306 images=138/138 error=True
[742] bbox_docvqa_id=743 images=73/73 error=True
[306] bbox_docvqa_id=307 images=138/138 error=True
[452] bbox_docvqa_id=453 images=9/9 error=False
[125] bbox_docvqa_id=126 images=32/32 error=False
[337] bbox_docvqa_id=338 images=18/18 error=False
[743] bbox_docvqa_id=744 images=73/73 error=True
[744] bbox_docvqa_id=745 images=73/73 error=True
[338] bbox_docvqa_id=339 images=18/18 error=False
[131] bbox_docvqa_id=132 images=9/9 error=False
[453] bbox_docvqa_id=454 images=9/9 error=False
[280] bbox_docvqa_id=281 images=34/34 error=False
[745] bbox_docvqa_id=746 images=73/73 error=True
[339] bbox_docvqa_id=340 images=18/18 error=False
[746] bbox_docvqa_id=747 images=73/73 error=True
[454] bbox_docvqa_id=455 images=9/9 error=False
[340] bbox_docvqa_id=341 images=18/18 error=False
[747] bbox_docvqa_id=748 images=73/73 error=True
[281] bbox_docvqa_id=282 images=34/34 error=False
[307] bbox_docvqa_id=308 images=7/7 error=False
[341] bbox_docvqa_id=342 images=18/18 error=False
[455] bbox_docvqa_id=456 images=9/9 error=False
[748] bbox_docvqa_id=749 images=73/73 error=True
[749] bbox_docvqa_id=750 images=28/28 error=True
[342] bbox_docvqa_id=343 images=18/18 error=False
[282] bbox_docvqa_id=283 images=34/34 error=False
[750] bbox_docvqa_id=751 images=28/28 error=True
[126] bbox_docvqa_id=127 images=32/32 error=False
[456] bbox_docvqa_id=457 images=9/9 error=False
[751] bbox_docvqa_id=752 images=28/28 error=True
[343] bbox_docvqa_id=344 images=18/18 error=False
[752] bbox_docvqa_id=753 images=28/28 error=True
[753] bbox_docvqa_id=754 images=28/28 error=True
[308] bbox_docvqa_id=309 images=7/7 error=False
[457] bbox_docvqa_id=458 images=9/9 error=False
[754] bbox_docvqa_id=755 images=28/28 error=True
[344] bbox_docvqa_id=345 images=17/17 error=False
[755] bbox_docvqa_id=756 images=28/28 error=True
[756] bbox_docvqa_id=757 images=28/28 error=True
[283] bbox_docvqa_id=284 images=34/34 error=False
[757] bbox_docvqa_id=758 images=12/12 error=True
[345] bbox_docvqa_id=346 images=17/17 error=False
[758] bbox_docvqa_id=759 images=12/12 error=True
[759] bbox_docvqa_id=760 images=12/12 error=True
[458] bbox_docvqa_id=459 images=9/9 error=False
[760] bbox_docvqa_id=761 images=12/12 error=True
[346] bbox_docvqa_id=347 images=17/17 error=False
[761] bbox_docvqa_id=762 images=12/12 error=True
[284] bbox_docvqa_id=285 images=34/34 error=False
[309] bbox_docvqa_id=310 images=7/7 error=False
[762] bbox_docvqa_id=763 images=12/12 error=True
[127] bbox_docvqa_id=128 images=32/32 error=False
[459] bbox_docvqa_id=460 images=9/9 error=False
[763] bbox_docvqa_id=764 images=12/12 error=True
[347] bbox_docvqa_id=348 images=17/17 error=False
[764] bbox_docvqa_id=765 images=12/12 error=True
[765] bbox_docvqa_id=766 images=21/21 error=True
[766] bbox_docvqa_id=767 images=21/21 error=True
[348] bbox_docvqa_id=349 images=17/17 error=False
[285] bbox_docvqa_id=286 images=34/34 error=False
[460] bbox_docvqa_id=461 images=9/9 error=False
[767] bbox_docvqa_id=768 images=21/21 error=True
[768] bbox_docvqa_id=769 images=21/21 error=True
[769] bbox_docvqa_id=770 images=21/21 error=True
[349] bbox_docvqa_id=350 images=17/17 error=False
[461] bbox_docvqa_id=462 images=20/20 error=True
[770] bbox_docvqa_id=771 images=21/21 error=True
[771] bbox_docvqa_id=772 images=21/21 error=True
[286] bbox_docvqa_id=287 images=34/34 error=False
[462] bbox_docvqa_id=463 images=20/20 error=True
[350] bbox_docvqa_id=351 images=17/17 error=False
[772] bbox_docvqa_id=773 images=21/21 error=True
[773] bbox_docvqa_id=774 images=20/20 error=True
[774] bbox_docvqa_id=775 images=20/20 error=True
[463] bbox_docvqa_id=464 images=20/20 error=True
[351] bbox_docvqa_id=352 images=17/17 error=False
[775] bbox_docvqa_id=776 images=20/20 error=True
[776] bbox_docvqa_id=777 images=20/20 error=True
[464] bbox_docvqa_id=465 images=20/20 error=True
[128] bbox_docvqa_id=129 images=32/32 error=False
[777] bbox_docvqa_id=778 images=20/20 error=True
[352] bbox_docvqa_id=353 images=17/17 error=False
[778] bbox_docvqa_id=779 images=20/20 error=True
[465] bbox_docvqa_id=466 images=20/20 error=True
[779] bbox_docvqa_id=780 images=20/20 error=True
[780] bbox_docvqa_id=781 images=20/20 error=True
[353] bbox_docvqa_id=354 images=17/17 error=False
[310] bbox_docvqa_id=311 images=7/7 error=False
[781] bbox_docvqa_id=782 images=11/11 error=True
[466] bbox_docvqa_id=467 images=20/20 error=True
[782] bbox_docvqa_id=783 images=11/11 error=True
[783] bbox_docvqa_id=784 images=11/11 error=True
[784] bbox_docvqa_id=785 images=11/11 error=True
[785] bbox_docvqa_id=786 images=11/11 error=True
[311] bbox_docvqa_id=312 images=7/7 error=False
[786] bbox_docvqa_id=787 images=11/11 error=True
[354] bbox_docvqa_id=355 images=7/7 error=False
[467] bbox_docvqa_id=468 images=20/20 error=True
[787] bbox_docvqa_id=788 images=19/19 error=True
[355] bbox_docvqa_id=356 images=7/7 error=False
[788] bbox_docvqa_id=789 images=19/19 error=True
[468] bbox_docvqa_id=469 images=20/20 error=True
[789] bbox_docvqa_id=790 images=19/19 error=True
[356] bbox_docvqa_id=357 images=7/7 error=False
[790] bbox_docvqa_id=791 images=19/19 error=True
[791] bbox_docvqa_id=792 images=19/19 error=True
[357] bbox_docvqa_id=358 images=7/7 error=False
[469] bbox_docvqa_id=470 images=20/20 error=True
[792] bbox_docvqa_id=793 images=19/19 error=True
[358] bbox_docvqa_id=359 images=7/7 error=False
[287] bbox_docvqa_id=288 images=31/31 error=False
[470] bbox_docvqa_id=471 images=20/20 error=True
[793] bbox_docvqa_id=794 images=19/19 error=True
[359] bbox_docvqa_id=360 images=7/7 error=False
[794] bbox_docvqa_id=795 images=19/19 error=True
[129] bbox_docvqa_id=130 images=32/32 error=False
[360] bbox_docvqa_id=361 images=7/7 error=False
[795] bbox_docvqa_id=796 images=52/52 error=True
[288] bbox_docvqa_id=289 images=31/31 error=False
[130] bbox_docvqa_id=131 images=9/9 error=False
[361] bbox_docvqa_id=362 images=7/7 error=False
[796] bbox_docvqa_id=797 images=52/52 error=True
[797] bbox_docvqa_id=798 images=52/52 error=True
[362] bbox_docvqa_id=363 images=7/7 error=False
[289] bbox_docvqa_id=290 images=31/31 error=False
[798] bbox_docvqa_id=799 images=52/52 error=True
[363] bbox_docvqa_id=364 images=7/7 error=False
[131] bbox_docvqa_id=132 images=9/9 error=False
[799] bbox_docvqa_id=800 images=52/52 error=True
[364] bbox_docvqa_id=365 images=5/5 error=False
[800] bbox_docvqa_id=801 images=52/52 error=True
[312] bbox_docvqa_id=313 images=7/7 error=False
[132] bbox_docvqa_id=133 images=9/9 error=False
[801] bbox_docvqa_id=802 images=52/52 error=True
[802] bbox_docvqa_id=803 images=52/52 error=True
[471] bbox_docvqa_id=472 images=8/8 error=False
[133] bbox_docvqa_id=134 images=9/9 error=False
[365] bbox_docvqa_id=366 images=20/20 error=False
[803] bbox_docvqa_id=804 images=45/45 error=True
[804] bbox_docvqa_id=805 images=45/45 error=True
[805] bbox_docvqa_id=806 images=45/45 error=True
[134] bbox_docvqa_id=135 images=9/9 error=False
[290] bbox_docvqa_id=291 images=31/31 error=False
[366] bbox_docvqa_id=367 images=20/20 error=False
[313] bbox_docvqa_id=314 images=7/7 error=False
[806] bbox_docvqa_id=807 images=45/45 error=True
[314] bbox_docvqa_id=315 images=22/22 error=True
[807] bbox_docvqa_id=808 images=45/45 error=True
[135] bbox_docvqa_id=136 images=9/9 error=False
[315] bbox_docvqa_id=316 images=22/22 error=True
[367] bbox_docvqa_id=368 images=20/20 error=False
[291] bbox_docvqa_id=292 images=31/31 error=False
[808] bbox_docvqa_id=809 images=45/45 error=True
[316] bbox_docvqa_id=317 images=22/22 error=True
[809] bbox_docvqa_id=810 images=45/45 error=True
[317] bbox_docvqa_id=318 images=22/22 error=True
[136] bbox_docvqa_id=137 images=9/9 error=False
[318] bbox_docvqa_id=319 images=22/22 error=True
[368] bbox_docvqa_id=369 images=20/20 error=False
[810] bbox_docvqa_id=811 images=45/45 error=True
[319] bbox_docvqa_id=320 images=22/22 error=True
[811] bbox_docvqa_id=812 images=18/18 error=True
[472] bbox_docvqa_id=473 images=8/8 error=False
[137] bbox_docvqa_id=138 images=9/9 error=False
[812] bbox_docvqa_id=813 images=18/18 error=True
[320] bbox_docvqa_id=321 images=22/22 error=True
[369] bbox_docvqa_id=370 images=20/20 error=False
[813] bbox_docvqa_id=814 images=18/18 error=True
[321] bbox_docvqa_id=322 images=22/22 error=True
[814] bbox_docvqa_id=815 images=18/18 error=True
[322] bbox_docvqa_id=323 images=22/22 error=True
[138] bbox_docvqa_id=139 images=9/9 error=False
[370] bbox_docvqa_id=371 images=20/20 error=False
[815] bbox_docvqa_id=816 images=18/18 error=True
[292] bbox_docvqa_id=293 images=31/31 error=False
[323] bbox_docvqa_id=324 images=22/22 error=True
[816] bbox_docvqa_id=817 images=18/18 error=True
[324] bbox_docvqa_id=325 images=44/44 error=True
[817] bbox_docvqa_id=818 images=18/18 error=True
[371] bbox_docvqa_id=372 images=20/20 error=False
[139] bbox_docvqa_id=140 images=9/9 error=False
[818] bbox_docvqa_id=819 images=18/18 error=True
[293] bbox_docvqa_id=294 images=31/31 error=False
[325] bbox_docvqa_id=326 images=44/44 error=True
[819] bbox_docvqa_id=820 images=24/24 error=True
[326] bbox_docvqa_id=327 images=44/44 error=True
[372] bbox_docvqa_id=373 images=20/20 error=False
[820] bbox_docvqa_id=821 images=24/24 error=True
[327] bbox_docvqa_id=328 images=44/44 error=True
[294] bbox_docvqa_id=295 images=31/31 error=False
[821] bbox_docvqa_id=822 images=24/24 error=True
[473] bbox_docvqa_id=474 images=8/8 error=False
[373] bbox_docvqa_id=374 images=20/20 error=False
[328] bbox_docvqa_id=329 images=44/44 error=True
[822] bbox_docvqa_id=823 images=24/24 error=True
[329] bbox_docvqa_id=330 images=44/44 error=True
[140] bbox_docvqa_id=141 images=21/21 error=False
[823] bbox_docvqa_id=824 images=24/24 error=True
[295] bbox_docvqa_id=296 images=31/31 error=False
[374] bbox_docvqa_id=375 images=20/20 error=False
[474] bbox_docvqa_id=475 images=8/8 error=False
[330] bbox_docvqa_id=331 images=44/44 error=True
[824] bbox_docvqa_id=825 images=24/24 error=True
[825] bbox_docvqa_id=826 images=24/24 error=True
[331] bbox_docvqa_id=332 images=44/44 error=True
[296] bbox_docvqa_id=297 images=31/31 error=False
[297] bbox_docvqa_id=298 images=138/138 error=True
[826] bbox_docvqa_id=827 images=24/24 error=True
[298] bbox_docvqa_id=299 images=138/138 error=True
[332] bbox_docvqa_id=333 images=44/44 error=True
[475] bbox_docvqa_id=476 images=8/8 error=False
[299] bbox_docvqa_id=300 images=138/138 error=True
[300] bbox_docvqa_id=301 images=138/138 error=True
[301] bbox_docvqa_id=302 images=138/138 error=True
[333] bbox_docvqa_id=334 images=44/44 error=True
[302] bbox_docvqa_id=303 images=138/138 error=True
[141] bbox_docvqa_id=142 images=21/21 error=False
[334] bbox_docvqa_id=335 images=18/18 error=True
[303] bbox_docvqa_id=304 images=138/138 error=True
[476] bbox_docvqa_id=477 images=8/8 error=False
[304] bbox_docvqa_id=305 images=138/138 error=True
[335] bbox_docvqa_id=336 images=18/18 error=True
[827] bbox_docvqa_id=828 images=8/8 error=False
[305] bbox_docvqa_id=306 images=138/138 error=True
[336] bbox_docvqa_id=337 images=18/18 error=True
[306] bbox_docvqa_id=307 images=138/138 error=True
[337] bbox_docvqa_id=338 images=18/18 error=True
[375] bbox_docvqa_id=376 images=44/44 error=False
[338] bbox_docvqa_id=339 images=18/18 error=True
[477] bbox_docvqa_id=478 images=8/8 error=False
[339] bbox_docvqa_id=340 images=18/18 error=True
[340] bbox_docvqa_id=341 images=18/18 error=True
[828] bbox_docvqa_id=829 images=8/8 error=False
[341] bbox_docvqa_id=342 images=18/18 error=True
[142] bbox_docvqa_id=143 images=21/21 error=False
[307] bbox_docvqa_id=308 images=7/7 error=False
[342] bbox_docvqa_id=343 images=18/18 error=True
[829] bbox_docvqa_id=830 images=8/8 error=False
[376] bbox_docvqa_id=377 images=44/44 error=False
[343] bbox_docvqa_id=344 images=18/18 error=True
[478] bbox_docvqa_id=479 images=8/8 error=False
[308] bbox_docvqa_id=309 images=7/7 error=False
[830] bbox_docvqa_id=831 images=8/8 error=False
[344] bbox_docvqa_id=345 images=17/17 error=True
[345] bbox_docvqa_id=346 images=17/17 error=True
[831] bbox_docvqa_id=832 images=8/8 error=False
[346] bbox_docvqa_id=347 images=17/17 error=True
[479] bbox_docvqa_id=480 images=8/8 error=False
[347] bbox_docvqa_id=348 images=17/17 error=True
[377] bbox_docvqa_id=378 images=44/44 error=False
[348] bbox_docvqa_id=349 images=17/17 error=True
[832] bbox_docvqa_id=833 images=8/8 error=False
[349] bbox_docvqa_id=350 images=17/17 error=True
[833] bbox_docvqa_id=834 images=18/18 error=True
[480] bbox_docvqa_id=481 images=8/8 error=False
[143] bbox_docvqa_id=144 images=21/21 error=False
[350] bbox_docvqa_id=351 images=17/17 error=True
[309] bbox_docvqa_id=310 images=7/7 error=False
[481] bbox_docvqa_id=482 images=21/21 error=True
[834] bbox_docvqa_id=835 images=18/18 error=True
[351] bbox_docvqa_id=352 images=17/17 error=True
[482] bbox_docvqa_id=483 images=21/21 error=True
[310] bbox_docvqa_id=311 images=7/7 error=False
[835] bbox_docvqa_id=836 images=18/18 error=True
[352] bbox_docvqa_id=353 images=17/17 error=True
[483] bbox_docvqa_id=484 images=21/21 error=True
[836] bbox_docvqa_id=837 images=18/18 error=True
[484] bbox_docvqa_id=485 images=21/21 error=True
[378] bbox_docvqa_id=379 images=44/44 error=False
[353] bbox_docvqa_id=354 images=17/17 error=True
[485] bbox_docvqa_id=486 images=21/21 error=True
[837] bbox_docvqa_id=838 images=18/18 error=True
[486] bbox_docvqa_id=487 images=21/21 error=True
[838] bbox_docvqa_id=839 images=18/18 error=True
[487] bbox_docvqa_id=488 images=21/21 error=True
[311] bbox_docvqa_id=312 images=7/7 error=False
[839] bbox_docvqa_id=840 images=18/18 error=True
[488] bbox_docvqa_id=489 images=21/21 error=True
[489] bbox_docvqa_id=490 images=21/21 error=True
[840] bbox_docvqa_id=841 images=18/18 error=True
[312] bbox_docvqa_id=313 images=7/7 error=False
[490] bbox_docvqa_id=491 images=21/21 error=True
[379] bbox_docvqa_id=380 images=44/44 error=False
[491] bbox_docvqa_id=492 images=16/16 error=True
[492] bbox_docvqa_id=493 images=16/16 error=True
[841] bbox_docvqa_id=842 images=32/32 error=True
[313] bbox_docvqa_id=314 images=7/7 error=False
[144] bbox_docvqa_id=145 images=21/21 error=False
[493] bbox_docvqa_id=494 images=16/16 error=True
[842] bbox_docvqa_id=843 images=32/32 error=True
[380] bbox_docvqa_id=381 images=44/44 error=False
[843] bbox_docvqa_id=844 images=32/32 error=True
[494] bbox_docvqa_id=495 images=4/4 error=False
[844] bbox_docvqa_id=845 images=32/32 error=True
[145] bbox_docvqa_id=146 images=21/21 error=False
[845] bbox_docvqa_id=846 images=32/32 error=True
[381] bbox_docvqa_id=382 images=18/18 error=False
[846] bbox_docvqa_id=847 images=32/32 error=True
[495] bbox_docvqa_id=496 images=4/4 error=False
[382] bbox_docvqa_id=383 images=18/18 error=False
[847] bbox_docvqa_id=848 images=32/32 error=True
[314] bbox_docvqa_id=315 images=22/22 error=False
[496] bbox_docvqa_id=497 images=16/16 error=True
[354] bbox_docvqa_id=355 images=7/7 error=False
[497] bbox_docvqa_id=498 images=16/16 error=True
[848] bbox_docvqa_id=849 images=32/32 error=True
[383] bbox_docvqa_id=384 images=18/18 error=False
[498] bbox_docvqa_id=499 images=16/16 error=True
[315] bbox_docvqa_id=316 images=22/22 error=False
[146] bbox_docvqa_id=147 images=21/21 error=False
[499] bbox_docvqa_id=500 images=16/16 error=True
[500] bbox_docvqa_id=501 images=18/18 error=True
[384] bbox_docvqa_id=385 images=18/18 error=False
[501] bbox_docvqa_id=502 images=18/18 error=True
[316] bbox_docvqa_id=317 images=22/22 error=False
[502] bbox_docvqa_id=503 images=18/18 error=True
[503] bbox_docvqa_id=504 images=18/18 error=True
[849] bbox_docvqa_id=850 images=9/9 error=False
[385] bbox_docvqa_id=386 images=18/18 error=False
[504] bbox_docvqa_id=505 images=18/18 error=True
[505] bbox_docvqa_id=506 images=18/18 error=True
[506] bbox_docvqa_id=507 images=18/18 error=True
[507] bbox_docvqa_id=508 images=18/18 error=True
[386] bbox_docvqa_id=387 images=18/18 error=False
[355] bbox_docvqa_id=356 images=7/7 error=False
[147] bbox_docvqa_id=148 images=21/21 error=False
[508] bbox_docvqa_id=509 images=18/18 error=True
[509] bbox_docvqa_id=510 images=18/18 error=True
[317] bbox_docvqa_id=318 images=22/22 error=False
[850] bbox_docvqa_id=851 images=9/9 error=False
[510] bbox_docvqa_id=511 images=27/27 error=True
[387] bbox_docvqa_id=388 images=18/18 error=False
[511] bbox_docvqa_id=512 images=27/27 error=True
[851] bbox_docvqa_id=852 images=9/9 error=False
[318] bbox_docvqa_id=319 images=22/22 error=False
[388] bbox_docvqa_id=389 images=18/18 error=False
[512] bbox_docvqa_id=513 images=27/27 error=True
[513] bbox_docvqa_id=514 images=27/27 error=True
[852] bbox_docvqa_id=853 images=9/9 error=False
[514] bbox_docvqa_id=515 images=27/27 error=True
[319] bbox_docvqa_id=320 images=22/22 error=False
[389] bbox_docvqa_id=390 images=18/18 error=False
[853] bbox_docvqa_id=854 images=9/9 error=False
[356] bbox_docvqa_id=357 images=7/7 error=False
[148] bbox_docvqa_id=149 images=21/21 error=False
[515] bbox_docvqa_id=516 images=27/27 error=True
[516] bbox_docvqa_id=517 images=27/27 error=True
[854] bbox_docvqa_id=855 images=9/9 error=False
[357] bbox_docvqa_id=358 images=7/7 error=False
[390] bbox_docvqa_id=391 images=18/18 error=False
[517] bbox_docvqa_id=518 images=27/27 error=True
[320] bbox_docvqa_id=321 images=22/22 error=False
[855] bbox_docvqa_id=856 images=9/9 error=False
[518] bbox_docvqa_id=519 images=27/27 error=True
[519] bbox_docvqa_id=520 images=27/27 error=True
[856] bbox_docvqa_id=857 images=21/21 error=True
[321] bbox_docvqa_id=322 images=22/22 error=False
[857] bbox_docvqa_id=858 images=21/21 error=True
[520] bbox_docvqa_id=521 images=21/21 error=True
[858] bbox_docvqa_id=859 images=21/21 error=True
[521] bbox_docvqa_id=522 images=21/21 error=True
[859] bbox_docvqa_id=860 images=21/21 error=True
[149] bbox_docvqa_id=150 images=21/21 error=False
[522] bbox_docvqa_id=523 images=21/21 error=True
[860] bbox_docvqa_id=861 images=21/21 error=True
[523] bbox_docvqa_id=524 images=21/21 error=True
[861] bbox_docvqa_id=862 images=21/21 error=True
[524] bbox_docvqa_id=525 images=21/21 error=True
[358] bbox_docvqa_id=359 images=7/7 error=False
[862] bbox_docvqa_id=863 images=21/21 error=True
[150] bbox_docvqa_id=151 images=10/10 error=False
[863] bbox_docvqa_id=864 images=21/21 error=True
[525] bbox_docvqa_id=526 images=21/21 error=True
[391] bbox_docvqa_id=392 images=40/40 error=False
[359] bbox_docvqa_id=360 images=7/7 error=False
[526] bbox_docvqa_id=527 images=21/21 error=True
[527] bbox_docvqa_id=528 images=21/21 error=True
[151] bbox_docvqa_id=152 images=10/10 error=False
[528] bbox_docvqa_id=529 images=21/21 error=True
[392] bbox_docvqa_id=393 images=40/40 error=False
[864] bbox_docvqa_id=865 images=10/10 error=False
[152] bbox_docvqa_id=153 images=10/10 error=False
[865] bbox_docvqa_id=866 images=10/10 error=False
[393] bbox_docvqa_id=394 images=40/40 error=False
[866] bbox_docvqa_id=867 images=10/10 error=False
[153] bbox_docvqa_id=154 images=10/10 error=False
[529] bbox_docvqa_id=530 images=6/6 error=False
[322] bbox_docvqa_id=323 images=22/22 error=False
[867] bbox_docvqa_id=868 images=10/10 error=False
[132] bbox_docvqa_id=133 images=9/9 error=False
[394] bbox_docvqa_id=395 images=40/40 error=False
[323] bbox_docvqa_id=324 images=22/22 error=False
[154] bbox_docvqa_id=155 images=10/10 error=False
[360] bbox_docvqa_id=361 images=7/7 error=False
[868] bbox_docvqa_id=869 images=10/10 error=False
[155] bbox_docvqa_id=156 images=10/10 error=False
[395] bbox_docvqa_id=396 images=40/40 error=False
[530] bbox_docvqa_id=531 images=6/6 error=False
[869] bbox_docvqa_id=870 images=10/10 error=False
[870] bbox_docvqa_id=871 images=10/10 error=False
[156] bbox_docvqa_id=157 images=10/10 error=False
[871] bbox_docvqa_id=872 images=10/10 error=False
[396] bbox_docvqa_id=397 images=40/40 error=False
[872] bbox_docvqa_id=873 images=22/22 error=True
[361] bbox_docvqa_id=362 images=7/7 error=False
[157] bbox_docvqa_id=158 images=10/10 error=False
[531] bbox_docvqa_id=532 images=6/6 error=False
[133] bbox_docvqa_id=134 images=9/9 error=False
[397] bbox_docvqa_id=398 images=40/40 error=False
[362] bbox_docvqa_id=363 images=7/7 error=False
[873] bbox_docvqa_id=874 images=22/22 error=True
[532] bbox_docvqa_id=533 images=6/6 error=False
[158] bbox_docvqa_id=159 images=10/10 error=False
[363] bbox_docvqa_id=364 images=7/7 error=False
[533] bbox_docvqa_id=534 images=6/6 error=False
[874] bbox_docvqa_id=875 images=22/22 error=True
[398] bbox_docvqa_id=399 images=40/40 error=False
[159] bbox_docvqa_id=160 images=10/10 error=False
[534] bbox_docvqa_id=535 images=6/6 error=False
[875] bbox_docvqa_id=876 images=22/22 error=True
[535] bbox_docvqa_id=536 images=6/6 error=False
[364] bbox_docvqa_id=365 images=5/5 error=False
[365] bbox_docvqa_id=366 images=20/20 error=True
[876] bbox_docvqa_id=877 images=22/22 error=True
[399] bbox_docvqa_id=400 images=40/40 error=False
[366] bbox_docvqa_id=367 images=20/20 error=True
[367] bbox_docvqa_id=368 images=20/20 error=True
[368] bbox_docvqa_id=369 images=20/20 error=True
[877] bbox_docvqa_id=878 images=22/22 error=True
[134] bbox_docvqa_id=135 images=9/9 error=False
[369] bbox_docvqa_id=370 images=20/20 error=True
[400] bbox_docvqa_id=401 images=40/40 error=False
[370] bbox_docvqa_id=371 images=20/20 error=True
[160] bbox_docvqa_id=161 images=22/22 error=False
[371] bbox_docvqa_id=372 images=20/20 error=True
[878] bbox_docvqa_id=879 images=22/22 error=True
[372] bbox_docvqa_id=373 images=20/20 error=True
[536] bbox_docvqa_id=537 images=6/6 error=False
[373] bbox_docvqa_id=374 images=20/20 error=True
[401] bbox_docvqa_id=402 images=14/14 error=False
[374] bbox_docvqa_id=375 images=20/20 error=True
[879] bbox_docvqa_id=880 images=22/22 error=True
[537] bbox_docvqa_id=538 images=6/6 error=False
[375] bbox_docvqa_id=376 images=44/44 error=True
[402] bbox_docvqa_id=403 images=14/14 error=False
[538] bbox_docvqa_id=539 images=6/6 error=False
[376] bbox_docvqa_id=377 images=44/44 error=True
[880] bbox_docvqa_id=881 images=5/5 error=False
[539] bbox_docvqa_id=540 images=20/20 error=True
[403] bbox_docvqa_id=404 images=14/14 error=False
[377] bbox_docvqa_id=378 images=44/44 error=True
[540] bbox_docvqa_id=541 images=20/20 error=True
[378] bbox_docvqa_id=379 images=44/44 error=True
[324] bbox_docvqa_id=325 images=44/44 error=False
[541] bbox_docvqa_id=542 images=20/20 error=True
[161] bbox_docvqa_id=162 images=22/22 error=False
[881] bbox_docvqa_id=882 images=5/5 error=False
[379] bbox_docvqa_id=380 images=44/44 error=True
[542] bbox_docvqa_id=543 images=20/20 error=True
[404] bbox_docvqa_id=405 images=14/14 error=False
[882] bbox_docvqa_id=883 images=5/5 error=False
[380] bbox_docvqa_id=381 images=44/44 error=True
[543] bbox_docvqa_id=544 images=20/20 error=True
[883] bbox_docvqa_id=884 images=5/5 error=False
[381] bbox_docvqa_id=382 images=18/18 error=True
[544] bbox_docvqa_id=545 images=20/20 error=True
[382] bbox_docvqa_id=383 images=18/18 error=True
[405] bbox_docvqa_id=406 images=14/14 error=False
[545] bbox_docvqa_id=546 images=20/20 error=True
[383] bbox_docvqa_id=384 images=18/18 error=True
[384] bbox_docvqa_id=385 images=18/18 error=True
[884] bbox_docvqa_id=885 images=5/5 error=False
[546] bbox_docvqa_id=547 images=20/20 error=True
[406] bbox_docvqa_id=407 images=14/14 error=False
[385] bbox_docvqa_id=386 images=18/18 error=True
[547] bbox_docvqa_id=548 images=20/20 error=True
[885] bbox_docvqa_id=886 images=5/5 error=False
[386] bbox_docvqa_id=387 images=18/18 error=True
[407] bbox_docvqa_id=408 images=14/14 error=False
[548] bbox_docvqa_id=549 images=20/20 error=True
[325] bbox_docvqa_id=326 images=44/44 error=False
[387] bbox_docvqa_id=388 images=18/18 error=True
[549] bbox_docvqa_id=550 images=13/13 error=True
[388] bbox_docvqa_id=389 images=18/18 error=True
[550] bbox_docvqa_id=551 images=13/13 error=True
[408] bbox_docvqa_id=409 images=14/14 error=False
[389] bbox_docvqa_id=390 images=18/18 error=True
[551] bbox_docvqa_id=552 images=13/13 error=True
[886] bbox_docvqa_id=887 images=5/5 error=False
[390] bbox_docvqa_id=391 images=18/18 error=True
[552] bbox_docvqa_id=553 images=13/13 error=True
[887] bbox_docvqa_id=888 images=5/5 error=False
[888] bbox_docvqa_id=889 images=69/69 error=True
[553] bbox_docvqa_id=554 images=13/13 error=True
[162] bbox_docvqa_id=163 images=22/22 error=False
[391] bbox_docvqa_id=392 images=40/40 error=True
[889] bbox_docvqa_id=890 images=69/69 error=True
[554] bbox_docvqa_id=555 images=13/13 error=True
[890] bbox_docvqa_id=891 images=69/69 error=True
[891] bbox_docvqa_id=892 images=69/69 error=True
[392] bbox_docvqa_id=393 images=40/40 error=True
[555] bbox_docvqa_id=556 images=13/13 error=True
[892] bbox_docvqa_id=893 images=69/69 error=True
[409] bbox_docvqa_id=410 images=14/14 error=False
[893] bbox_docvqa_id=894 images=69/69 error=True
[556] bbox_docvqa_id=557 images=13/13 error=True
[894] bbox_docvqa_id=895 images=69/69 error=True
[895] bbox_docvqa_id=896 images=69/69 error=True
[393] bbox_docvqa_id=394 images=40/40 error=True
[557] bbox_docvqa_id=558 images=13/13 error=True
[896] bbox_docvqa_id=897 images=21/21 error=True
[558] bbox_docvqa_id=559 images=13/13 error=True
[394] bbox_docvqa_id=395 images=40/40 error=True
[326] bbox_docvqa_id=327 images=44/44 error=False
[410] bbox_docvqa_id=411 images=14/14 error=False
[897] bbox_docvqa_id=898 images=21/21 error=True
[559] bbox_docvqa_id=560 images=35/35 error=True
[898] bbox_docvqa_id=899 images=21/21 error=True
[395] bbox_docvqa_id=396 images=40/40 error=True
[899] bbox_docvqa_id=900 images=21/21 error=True
[560] bbox_docvqa_id=561 images=35/35 error=True
[396] bbox_docvqa_id=397 images=40/40 error=True
[900] bbox_docvqa_id=901 images=21/21 error=True
[135] bbox_docvqa_id=136 images=9/9 error=False
[561] bbox_docvqa_id=562 images=35/35 error=True
[901] bbox_docvqa_id=902 images=21/21 error=True
[397] bbox_docvqa_id=398 images=40/40 error=True
[163] bbox_docvqa_id=164 images=22/22 error=False
[902] bbox_docvqa_id=903 images=21/21 error=True
[562] bbox_docvqa_id=563 images=35/35 error=True
